NUMERO ESERCIZIO;DATA INIZIO;CODICE_VIA;DESCRIZIONE VIA;CIVICO;ESP CIVICO;SUPERFICIE TOTALE;CODICE MACRO ATTIVITA;DESCRIZIONE ATTIVITA;TIPO ATTIVITA;DESCRIZIONE ATTIVITA;CODICE SPECIALIZZAZIONE;DESCRIZIONE SPECIALIZZAZIONE;SETTORE ALIMENTARE;SETTORE NON ALIMENTARE
1109;19880407;57893;VIA DI GROTTAROSSA;137; ;80.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1111;19970705;67614;VIA MANFREDI AZZARITA;205; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1112;19981110;54263;VIA GIULIO FRASCHERI;71; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1113;19720720;79992;VIA DEGLI ORTI DELLA FARNESINA;0; ;5.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1114;19920514;102003;VIA DELLA STAZIONE DI CESANO;450; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1115;20000704;118031;VIA VERGIATE;3; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1116;20010505;79992;VIA DEGLI ORTI DELLA FARNESINA;150; ;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1119;19930721;45807;CORSO DI FRANCIA;214; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1120;19880627;39293;VIA DELLA FARNESINA;247; ;115.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1121;19910329;99707;VIA AL SESTO MIGLIO;58; ;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1122;19840331;43717;VIA FOSSO DEL POGGIO;84; ;85.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1123;19930901;20163;VIA DELLA CAPPELLETTA DELLA GIUSTI;24; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1125;19900725;24167;VIA CASSIA;1837;A;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1126;19920327;153285;VIA ARTA TERME;162; ;36.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1127;19830129;60785;VIA DEL LABARO;183; ;160.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1128;19830412;112695;VIA DI VIGNA STELLUTI;187; ;55.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1129;19801219;15037;VIA BEVAGNA;8; ;55.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1130;19800623;24167;VIA CASSIA;1661; ;66.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1131;19970326;24167;VIA CASSIA;1771; ;119.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1132;19720721;44413;VIA FRANCESCO COLETTI;27;G;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1133;19960920;12421;VIA DI BACCANELLO;335; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1134;19760228;24167;VIA CASSIA;713; ;103.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
3279;19930904;107767;VIA TRIONFALE;13840; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3280;19930413;63618;VIA LONGONE SABINO;13; ;140.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3281;19870703;74492;PIAZZA MONTELEONE DI SPOLETO;40; ;60.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3282;20011019;101190;BORGO DI SOPRA;1; ;32.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3283;19950803;57893;VIA DI GROTTAROSSA;78; ;30.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3284;20040805;41847;VIA FLAMINIA;514; ;0.0;1;COMMERCIO IN SEDE FISSA;4;VENDITA PER CORRISPONDENZA,TELEVISIONE O ALTRO;0;; ; 
3285;19970814;13288;VIA BARONALE;29;A;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3286;20000321;99707;VIA AL SESTO MIGLIO;42; ;47.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3287;19991104;45807;CORSO DI FRANCIA;211;D;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3288;19941212;88671;PIAZZALE DI PONTE MILVIO;2; ;130.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3289;19981012;34892;VIA DEI DUE PONTI;188;B;30.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3290;19780321;75864;VIA DEI MONTI DELLA VALCHETTA;79; ;60.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3291;19800119;41847;VIA FLAMINIA;812; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3292;20001003;12421;VIA DI BACCANELLO;338;A;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3293;19900522;41847;VIA FLAMINIA;1612; ;250.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3294;20011009;80310;VIA DELL'OSPEDALETTO MARZIALE;16;A;179.65;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3295;20011022;96975;LARGO SAN GODENZO;10; ;160.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3296;20010726;115027;VIA VITTORIO PICCININI;1; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3298;20010109;56843;VIA DELLA GIUSTINIANA;980; ;50.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3299;19800707;39293;VIA DELLA FARNESINA;10; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3300;19860505;74184;VIA MONTEFIASCONE;11;A;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3301;19950904;0;;0;;55.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
3302;20010403;41847;VIA FLAMINIA;1139; ;180.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3303;20010412;102597;PIAZZA STEFANO JACINI;8; ;50.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3304;19911204;111331;VIA VEIENTANA VETERE;221; ;40.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3305;19991125;102003;VIA DELLA STAZIONE DI CESANO;420;A;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3306;19770513;24167;VIA CASSIA;1837; ;400.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3307;19981117;88671;PIAZZALE DI PONTE MILVIO;21; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
1227;20000406;32643;VIA DALMINE;66;B;38.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1229;19760416;24167;VIA CASSIA;1644; ;86.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1230;19890529;134354;VIA GIUSEPPE BELARDINELLI;91; ;120.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1231;19990902;96975;LARGO SAN GODENZO;5; ;346.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1232;19630304;113278;VIA DELLA VILLA DI LIVIA;127; ;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1233;19770126;107767;VIA TRIONFALE;13911; ;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1234;19970213;56843;VIA DELLA GIUSTINIANA;131;C;45.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1235;19850608;24167;VIA CASSIA;1363; ;65.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1236;19940824;29470;VIA COLLEGIOVE;9; ;52.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1237;20010809;107767;VIA TRIONFALE;1384;O;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1238;20001026;24167;VIA CASSIA;1294; ;75.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1239;19981116;41847;VIA FLAMINIA;1950; ;20.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1240;20001024;24167;VIA CASSIA;546; ;35.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1241;20001023;41847;VIA FLAMINIA;627;C;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
3038;19911104;79992;VIA DEGLI ORTI DELLA FARNESINA;78; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3039;19760907;112167;VIA VIBIO MARIANO;84; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3137;19800122;24167;VIA CASSIA;10; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3138;19821001;102003;VIA DELLA STAZIONE DI CESANO;480; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3139;19761230;102597;PIAZZA STEFANO JACINI;14; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3140;19951103;43524;VIA FOSSO DEL FONTANILETTO;4;A;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3141;19840124;65175;VIA LUIGI BODIO;75; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3143;19980622;118086;VIA ANTON GIULIO BRAGAGLIA;19;D;107.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3144;19960110;74223;VIA MONTEFIORINO;1; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3145;19990920;57893;VIA DI GROTTAROSSA;145; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3146;19910516;134640;VIA VALBONDIONE;19; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3147;19950426;24167;VIA CASSIA;1741; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3148;19761025;74492;PIAZZA MONTELEONE DI SPOLETO;48; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3149;19900927;118031;VIA VERGIATE;12; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3150;19990118;143422;VIA GIUSEPPE CALENZUOLI;3; ;50.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3151;19960401;12672;VIA BAGNOREGIO;31; ;40.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3152;19810505;57893;VIA DI GROTTAROSSA;169;B;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3153;19980924;19284;VIA CANINO;4; ;70.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3154;20010718;24167;VIA CASSIA;340; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3155;19970724;60785;VIA DEL LABARO;157;A;51.3;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3156;19900119;112167;VIA VIBIO MARIANO;86; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3157;19880427;53653;VIA GIROLAMO BOCCARDO;45;C;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3158;20000619;134640;VIA VALBONDIONE;98; ;35.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3159;19820413;63966;VIA LUBRIANO;52; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3160;20010809;65175;VIA LUIGI BODIO;49; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3161;20040727;102311;VIA DELLA STAZIONE DELLA STORTA;8; ;320.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
3162;19990927;34892;VIA DEI DUE PONTI;259; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3163;19771128;108241;VIA TUSCANIA;27; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3164;20010215;118042;VIA VIADANA;19; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3165;19780321;24167;VIA CASSIA;1769;D;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3166;19940124;41847;VIA FLAMINIA;579; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3167;19960809;96984;VIA SAN GODENZO;62; ;5.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3168;19781121;927;VIA DELL'ACQUA TRAVERSA;249; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3169;19981126;48565;LARGO GEROLAMO BELLONI;4; ;110.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3170;19931027;541;VIA ACHILLE LORIA;8;A;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3171;19750320;94418;VIA ROCCAPORENA;10; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3172;19711115;64415;VIA LUCIO CASSIO;63;A;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3173;19750611;102597;PIAZZA STEFANO JACINI;3; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3174;19750311;8305;VIA ANTONIO SERRA;19; ;50.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
3175;19870518;41012;PIAZZA FILIPPO CARLI;16; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3176;19831217;16357;VIA BRACCIANENSE;107;D;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3177;19870310;45807;CORSO DI FRANCIA;206; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3178;19930128;41847;VIA FLAMINIA;573; ;180.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
3179;19870312;8305;VIA ANTONIO SERRA;53;A;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3180;19890916;41847;VIA FLAMINIA;638; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3181;19970314;155513;VIA DOMENICO FALCIONI;33; ;140.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3183;20040803;29470;VIA COLLEGIOVE;5; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
3184;19990216;0;;0;;120.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
3185;19980202;79662;VIA ORIOLO ROMANO;59; ;75.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3186;19911104;79992;VIA DEGLI ORTI DELLA FARNESINA;101; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
3187;19900308;74492;PIAZZA MONTELEONE DI SPOLETO;37; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3188;19950502;96984;VIA SAN GODENZO;52; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3189;19910702;28699;VIA CIVITELLA D'AGLIANO;5; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
1097;19980917;12430;VIA BACCANO;33; ;64.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1099;19790719;99707;VIA AL SESTO MIGLIO;42; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1100;19850610;108241;VIA TUSCANIA;29; ;28.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1101;20010201;24167;VIA CASSIA;750; ;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1102;19970115;132963;VIA VITTORIO DE SICA;44; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1103;19990913;79992;VIA DEGLI ORTI DELLA FARNESINA;76; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1104;19920131;8305;VIA ANTONIO SERRA;87; ;45.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1105;19870422;123321;VIA OFFANENGO;25; ;200.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1106;19950522;107767;VIA TRIONFALE;14099; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1107;19971030;24167;VIA CASSIA;664; ;100.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1108;19950808;57893;VIA DI GROTTAROSSA;40;B;38.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1221;19800604;24167;VIA CASSIA;328; ;110.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1222;19871116;16357;VIA BRACCIANENSE;77; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1223;20010806;112167;VIA VIBIO MARIANO;50;A;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1224;19790531;20231;VIA CAPRAROLA;8; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1225;20010213;24167;VIA CASSIA;1624; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1226;19940502;97974;PIAZZA DI SAXA RUBRA;14; ;31.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
2977;20040119;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
2978;19890420;97451;VIA SANT'ORESTE;10; ;319.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2979;19971120;79992;VIA DEGLI ORTI DELLA FARNESINA;101;E;8.6;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2980;19970902;88671;PIAZZALE DI PONTE MILVIO;35; ;30.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2981;19990513;54560;VIA DEI GIUOCHI ISTMICI;39; ;50.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2982;20040727;12421;VIA DI BACCANELLO;111; ;0.0;1;COMMERCIO IN SEDE FISSA;5;VENDITA PRESSO IL DOMICILIO DEI CONSUMATORI;0;; ; 
2983;19980213;41847;VIA FLAMINIA;763; ;25.5;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2984;19780907;41847;VIA FLAMINIA;491;B;1.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2985;19941103;8305;VIA ANTONIO SERRA;90; ;56.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2986;19930903;102542;VIA STEFANO DELLE CHIAJE;48; ;200.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2987;20040730;6480;VIA ANGUILLARESE;159; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
2988;19900728;66909;VIA MAFFEO PANTALEONI;19; ;1000.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2989;19881122;41847;VIA FLAMINIA;1096; ;215.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2991;20000407;19404;VIA CANTALUPO IN SABINA;33;A;100.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2992;20010626;8305;VIA ANTONIO SERRA;26;F;36.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2993;19910504;18414;VIA DELLA CAMILLUCCIA;351; ;300.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2994;19981231;124113;VIA LOMAZZO;10; ;60.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2995;19910504;41847;VIA FLAMINIA;617; ;196.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2996;19860213;8305;VIA ANTONIO SERRA;11;A;56.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2997;19910504;18414;VIA DELLA CAMILLUCCIA;0; ;1820.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2998;19980519;113586;VIA DI VILLA SEVERINI;18; ;30.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2999;19910504;45807;CORSO DI FRANCIA;0; ;1124.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
3000;19941003;8305;VIA ANTONIO SERRA;43;A;45.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
3001;19901201;109484;VIA VALCHETTA CARTONI;21; ;0.0;8;ALTRE ATTIVITA';7;DEPOSITI/ESPOSIZIONI;0;; ; 
3002;19941003;8305;VIA ANTONIO SERRA;124; ;65.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
3003;20000620;118086;VIA ANTON GIULIO BRAGAGLIA;33;C;167.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
3004;20010423;109484;VIA VALCHETTA CARTONI;1;A;1.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
3005;19820728;26961;VIA CESARE FERRERO DI CAMBIANO;90; ;1.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
3006;19880607;24167;VIA CASSIA;701;A;1.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
