NUMERO ESERCIZIO;DATA INIZIO;CODICE_VIA;DESCRIZIONE VIA;CIVICO;ESP CIVICO;SUPERFICIE TOTALE;CODICE MACRO ATTIVITA;DESCRIZIONE ATTIVITA;TIPO ATTIVITA;DESCRIZIONE ATTIVITA;CODICE SPECIALIZZAZIONE;DESCRIZIONE SPECIALIZZAZIONE;SETTORE ALIMENTARE;SETTORE NON ALIMENTARE
6704;20141202;106063;VIALE DI TOR DI QUINTO;55; ;760.42;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6705;20150311;118086;VIA ANTON GIULIO BRAGAGLIA;19;E;34.2;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;17;ARTICOLI DI ABBIGLIAMENTO E ACCESSORI, PELLICCERIE; ;NON ALIMENTARE
6706;20150327;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6707;20150206;171115;VIA RICCARDO MORBELLI;0; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6708;20150410;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6709;20150414;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6710;20150410;12421;VIA DI BACCANELLO;227;B-C;151.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6711;20150412;15037;VIA BEVAGNA;25; ;20.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6712;20150316;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6713;20150319;56881;VIA GIUSTINO FORTUNATO;14; ;27.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6714;20150319;79992;VIA DEGLI ORTI DELLA FARNESINA;12;B;35.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;22;ALTRO; ; 
6715;20150320;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6716;20150329;79992;VIA DEGLI ORTI DELLA FARNESINA;22; ;107.5;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
6717;20150415;78825;LARGO DELL'OLGIATA;15; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ; 
6718;20150416;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6719;20150423;16357;VIA BRACCIANENSE;96; ;0.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);72;VENDITA COSE USATE E ANTICHE;0;;;
6720;20150203;24167;VIA CASSIA;2100; ;1670.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);16;NOLEGGIO SENZA CONDUCENTE;0;; ; 
6721;20150329;79992;VIA DEGLI ORTI DELLA FARNESINA;22; ;18.5;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
3063;19910314;75864;VIA DEI MONTI DELLA VALCHETTA;91; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3064;19920218;24167;VIA CASSIA;938; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3065;19750402;45584;VIA FRANCESCO SAVERIO NITTI;5; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3067;19910204;102003;VIA DELLA STAZIONE DI CESANO;486;B;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3068;19761228;45584;VIA FRANCESCO SAVERIO NITTI;44; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3069;19770922;96508;VIA SALVATORE LO BIANCO;49; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3070;19750812;47388;VIA GALLESE;16; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3071;19790625;41856;VIA FLAMINIA NUOVA;218; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3072;19961114;29470;VIA COLLEGIOVE;39; ;43.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3073;19790829;43717;VIA FOSSO DEL POGGIO;51;A;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3074;19750304;45584;VIA FRANCESCO SAVERIO NITTI;1; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3075;19860915;13833;VIA BASSANO ROMANO;8; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3076;19881014;124300;VIA TEGLIO;32; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3077;19761130;79992;VIA DEGLI ORTI DELLA FARNESINA;109;A;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3078;19870107;79992;VIA DEGLI ORTI DELLA FARNESINA;109;B;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3079;19850606;60785;VIA DEL LABARO;9; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3080;19881005;40260;VIA FERDINANDO GALIANI;53; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3081;19860516;107767;VIA TRIONFALE;14111; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3082;19850213;95392;VIA ROVERBELLA;22; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3083;19921126;41847;VIA FLAMINIA;806;A;25.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3084;20010719;24167;VIA CASSIA;1769;D;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3085;19950529;112167;VIA VIBIO MARIANO;53;F;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3086;19900510;96984;VIA SAN GODENZO;52; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3087;19750311;106063;VIALE DI TOR DI QUINTO;17; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3088;19881005;108252;VIA TUSCIA;49; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3089;20000328;124388;VIA ANTONIO CONTI;19; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3090;19731006;50913;VIA S. GIOVANNA ELISABETTA;34;D;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3091;19981012;99707;VIA AL SESTO MIGLIO;74; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
6596;20141021;57893;VIA DI GROTTAROSSA;161;C;77.6;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO;ALIMENTARE;NON ALIMENTARE
6597;20141212;15037;VIA BEVAGNA;21; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ; 
6598;20141215;24167;VIA CASSIA;1661; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6599;20141218;16357;VIA BRACCIANENSE;35;B-C;249.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
6600;20141215;112695;VIA DI VIGNA STELLUTI;192; ;14.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;17;ARTICOLI DI ABBIGLIAMENTO E ACCESSORI, PELLICCERIE; ;NON ALIMENTARE
6601;20141218;56843;VIA DELLA GIUSTINIANA;199; ;51.62;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6602;20141123;24167;VIA CASSIA;994; ;18.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;22;ALTRO; ; 
6603;20141231;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6604;20141231;153551;VIA MAGNANO IN RIVIERA;72; ;0.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);62;GIOCHI LECITI E APPARECCHI MECCANICI;0;;;
6605;20141008;171115;VIA RICCARDO MORBELLI;16; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6606;20141008;24167;VIA CASSIA;36; ;100.4;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO;ALIMENTARE;NON ALIMENTARE
6607;20150109;41847;VIA FLAMINIA;855; ;90.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6608;20141202;15037;VIA BEVAGNA;25; ;630.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);74;AUTORIMESSE;0;; ; 
6609;20141203;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6610;20150109;102597;PIAZZA STEFANO JACINI;14; ;56.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;137;STIRERIA; ; 
6611;20141203;45584;VIA FRANCESCO SAVERIO NITTI;7; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6612;20141205;24167;VIA CASSIA;927;A;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6613;20141031;57893;VIA DI GROTTAROSSA;173; ;26.75;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6614;20141212;39293;VIA DELLA FARNESINA;15; ;22.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
6615;20141216;74492;PIAZZA MONTELEONE DI SPOLETO;20; ;0.0;1;COMMERCIO IN SEDE FISSA;10;SPACCI INTERNI;0;; ;NON ALIMENTARE
6616;20141110;143422;VIA GIUSEPPE CALENZUOLI;3; ;36.03;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO;ALIMENTARE; 
6617;20150115;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6618;20150105;31671;VIA COSTANTINIANA;61; ;53.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
6619;20150115;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6620;20150102;92180;VIA RAFFAELE STASI;16; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
6621;20150102;12421;VIA DI BACCANELLO;332; ;58.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
6622;20150109;74184;VIA MONTEFIASCONE;12;A;86.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO;ALIMENTARE; 
6623;20121219;39293;VIA DELLA FARNESINA;225; ;131.2;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6624;20141129;153551;VIA MAGNANO IN RIVIERA;72; ;0.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);19;DISTR. E GEST, APPARECCHI AUTOMATICI SENZA DEPO;0;;;
6625;20150118;24167;VIA CASSIA;994; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ; 
6626;20141217;88671;PIAZZALE DI PONTE MILVIO;21; ;118.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6627;20141114;113223;VIA DI VILLA LAUCHLI;1; ;245.8;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6628;20150122;41012;PIAZZA FILIPPO CARLI;37; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;17;ARTICOLI DI ABBIGLIAMENTO E ACCESSORI, PELLICCERIE; ;NON ALIMENTARE
6630;20141222;41847;VIA FLAMINIA;492; ;168.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6631;20150122;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6632;20141217;41847;VIA FLAMINIA;496;A;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
1242;19651115;41847;VIA FLAMINIA;659; ;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1243;20010116;101190;BORGO DI SOPRA;13; ;28.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1244;20001017;79815;VIA ORREA;60; ;58.5;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1245;19870921;70832;VIA MASTRO GABRIELLO;32;B;100.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1247;19940822;113278;VIA DELLA VILLA DI LIVIA;116; ;84.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1248;19960206;56843;VIA DELLA GIUSTINIANA;223; ;41.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1250;19990304;53653;VIA GIROLAMO BOCCARDO;9; ;93.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1251;19991104;90036;VIA DEI PRATI DELLA FARNESINA;22; ;60.84;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1252;20000615;6480;VIA ANGUILLARESE;5; ;56.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1253;20010813;36883;VIA ENRICO THEODOLI;29; ;24.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1256;19891130;56843;VIA DELLA GIUSTINIANA;204; ;75.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1257;19720721;45584;VIA FRANCESCO SAVERIO NITTI;68; ;25.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1259;19930126;96975;LARGO SAN GODENZO;8; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1260;19900330;102003;VIA DELLA STAZIONE DI CESANO;420;B;65.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1261;19781107;102003;VIA DELLA STAZIONE DI CESANO;420;G;46.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1262;19760221;56843;VIA DELLA GIUSTINIANA;85;M;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1263;19760221;56843;VIA DELLA GIUSTINIANA;85;L;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1264;19991014;24167;VIA CASSIA;682; ;35.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1265;19990322;24167;VIA CASSIA;1777;/1;51.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1266;19751001;45584;VIA FRANCESCO SAVERIO NITTI;58; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1267;19930903;107767;VIA TRIONFALE;13840; ;31.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1268;19780617;96975;LARGO SAN GODENZO;2; ;22.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1269;19890206;108241;VIA TUSCANIA;27; ;28.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1270;19800513;24167;VIA CASSIA;656;B;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1271;19810404;24167;VIA CASSIA;1008; ;125.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1272;19920229;57970;VIA GROTTELLE;13; ;32.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1273;20000612;93152;VIA RIANO;1; ;185.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1274;20010118;24167;VIA CASSIA;1689;A;41.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1275;19930521;88671;PIAZZALE DI PONTE MILVIO;60; ;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1276;19750923;39293;VIA DELLA FARNESINA;18; ;75.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1277;20010719;12421;VIA DI BACCANELLO;337; ;49.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1278;19850219;24167;VIA CASSIA;919;A;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1279;19881028;102003;VIA DELLA STAZIONE DI CESANO;359; ;46.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1280;19861010;102003;VIA DELLA STAZIONE DI CESANO;359; ;105.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1281;19860421;13521;VIA BARTOLOMEO GOSIO;121; ;43.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1282;20000427;20231;VIA CAPRAROLA;31; ;52.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1283;19850606;74492;PIAZZA MONTELEONE DI SPOLETO;12; ;66.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1284;19991202;57893;VIA DI GROTTAROSSA;68; ;100.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1285;19991018;31671;VIA COSTANTINIANA;92; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1287;20010802;99707;VIA AL SESTO MIGLIO;32; ;105.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1288;19920415;41847;VIA FLAMINIA;464;A;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
3433;19940519;11431;VIA ATTILIO VERDIROSI;19; ;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
3040;20000523;79662;VIA ORIOLO ROMANO;61; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3041;19750304;102278;VIA DELLA STAZIONE DI PRIMA PORTA;5; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3042;20040727;54560;VIA DEI GIUOCHI ISTMICI;9; ;120.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
3043;19661222;79662;VIA ORIOLO ROMANO;55; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3044;19960222;113278;VIA DELLA VILLA DI LIVIA;80; ;25.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3045;19870511;41847;VIA FLAMINIA;705;E;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3046;19931224;56843;VIA DELLA GIUSTINIANA;81;E;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3047;19770802;41847;VIA FLAMINIA;473; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3048;19750314;24167;VIA CASSIA;17350;KM;30.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
3049;19930322;29470;VIA COLLEGIOVE;37; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3050;19911102;6480;VIA ANGUILLARESE;264; ;14.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3051;19940214;65175;VIA LUIGI BODIO;49; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3052;19770409;24167;VIA CASSIA;10; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3053;19840225;110505;VIA VALLE DELLA STORTA;78; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3054;19770422;39293;VIA DELLA FARNESINA;7; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3055;19760915;48576;VIA GEROLAMO BELLONI;114; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
3056;19811126;20163;VIA DELLA CAPPELLETTA DELLA GIUSTI;68;D;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3057;19750303;57893;VIA DI GROTTAROSSA;46; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3058;19890907;96984;VIA SAN GODENZO;36; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3059;19870608;24167;VIA CASSIA;927;M;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3061;19730219;57893;VIA DI GROTTAROSSA;126; ;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
3062;19750325;24167;VIA CASSIA;11350;KM;0.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
