Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Proxilar com.;Permeplus;Flubex;Rothryn 200;Porter;Tator;Garban;Cipex 10E;Vectobac DT;Aquakhotrine;Diflorex;Cymina Plus;Sandokan 7335;Microsin;Roltab;Amplat;Device TB2;Permex 22E;Aqualarv;Nexa;Diflox;No-Larv;Cyperbase;Cipertrin T;Dudin SC 15;Aedex;Skeetal;Adicip;Zamho;Pertrin S;Rotryn 50;Larvistop;Altogran;K-othrine;Bifemite;Solfac;Deltakill flow;Wacip 1000;Decapy flow;Sumilarv;Exit 100;Fendona;Permesol;Diflox cpr.;Diflox flow.;Deltacid;Toolex;Permebase;Garban;Cipekill;Nurelle;Bio-Amplat;Aquacyp;Vectomax;Boxtar;Delta Super;Fenthrin;Mida tarvis;Deadyna;Green Larv;Veloxidin;Baycidal WP 25;Aquapy;Permebase
Via di Santa Petronilla 1;;RM;Roma;8;Italia;adulticida;0;5;-;-;mag-15;set-15;-;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei primati sportivi 86;;RM;Roma;9;Italia;adulticida;0;5;-;-;mag-15;set-15;-;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei primati sportivi 88;;RM;Roma;9;Italia;adulticida;0;5;-;-;mag-15;set-15;-;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale del ciclismo 10;;RM;Roma;9;Italia;adulticida;0;5;-;-;mag-15;set-15;-;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Enrico Mizzi 10;;RM;Roma;11;Italia;adulticida;0;5;-;-;mag-15;set-15;-;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Damiano Chiesa 29-31;00136;RM;Roma;12;Italia;larvicida e adulticida;3;3;10/06/2015;11/07/2015;10/06/2015;11/07/2015;3 volte;3 volte;x;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cardinal Parocchi 15;00167;RM;Roma;13;Italia;larvicida;3;0;10/06/2015;11/07/2015;-;-;3 volte;-;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giulio Galli 25;00123;RM;Roma;15;Italia;larvicida;3;0;10/06/2015;11/07/2015;-;-;3 volte;-;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ugo de Carolis 141;00136;RM;Roma;12;Italia;larvicida;3;0;10/06/2015;11/07/2015;-;-;3 volte;-;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Lola Montez 15;;RM;Roma;12;Italia;larvicida;2;0;03/06/2015;07/10/2015;-;-;3 volte;-;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ercole Marrazza 6-30;;RM;Roma;4;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Aruleno Celio Sabino 13-40;;RM;Roma;7;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Nogaro 10;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Olevano Romano 71;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Salvatore Talamo 7;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Chiovenda 4;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via delle palme 132;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pier Andrea Saccardo 15;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Sabaudia 44;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Sabaudia 45;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Tor de Schiavi 311;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Ippocrate 93;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Alatri 120;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Lorenzoni 7;;RM;Roma;7;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Salvatore Talamo 8;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Salvatore Talamo 20;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Torre Gaia 28;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Gladioli 1;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Latisana 27;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Renzo da Ceri 195;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Caccioppoli 328;;RM;Roma;10;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via C. Messer Marino 25;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Montepagano 86;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ortona dei Marsi 213;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Fontecchio 25;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Casalincontrada 25-49;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Massa San Giuliano 355;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Brecciasecca 30-32;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Roccamena 13-15;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Vastogirardi 4;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Roseto degli Abruzzi 45-47;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Bellante 30-32;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Corvara 54-84;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via CittÖ Sant'Angelo 14;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Fraine 87;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Anacapri 45-58-60;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Casalmonferrato 11;;RM;Roma;7;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Prenestina 228;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Prenestina 186;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Renzo da Ceri 1c;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pietro Ruga 36;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Bucaneve 3;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Auconi 1;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Cisa 11;;RM;Roma;3;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via San Pantaleo Campano 36-44;;RM;Roma;11;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via acqua bullicante 351;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale della Venezia Giulia 40;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ugolino Cavalcabï 4;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Renzo da Ceri 176;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ugolino Cavalcabï 20;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Massi 12;;RM;Roma;12;Italia;adulticida;0;4;-;-;30/05/2015;31/08/2015;-;mensile;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Aurelio Milloss 130-140;;RM;Roma;9;Italia;larvicida;5;0;25/05/2015;10/09/2015;-;-;mensile;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Paolo Frisi 21-23;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Denza 9;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Flaminia 653;;RM;Roma;15;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Denza 21;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pistoia 29;;RM;Roma;7;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Denza 3;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via A. Messadaglia 56;;RM;Roma;15;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lungotevere Flaminio 60;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via del Pellegrino 105;;RM;Roma;1;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Flaminia 330;;RM;Roma;15;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Flaminia Vecchia 691;;RM;Roma;15;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pollaiolo 2;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Bruno Buozzi 20;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Greci 10;;RM;Roma;1;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gramsci 9;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via San Sebastianello 6;;RM;Roma;1;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Denza 19;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Archimede 24;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via A. Stoppani 1;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Crociferi 41;;RM;Roma;1;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Denza 52-66;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via del Babuino 160;;RM;Roma;1;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Massimi 89;;RM;Roma;14;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Greci 43;;RM;Roma;1;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via A. Loria 15;;RM;Roma;15;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Denza 15;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Montevideo 6;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via B. Gastaldi 1;;RM;Roma;9;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via del Babuino 89;;RM;Roma;1;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via B. Ammannati 8;;RM;Roma;2;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Stazione Tuscolana 127;;RM;Roma;7;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Martorelli 52;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via delle Spighe 102;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Massimi 91;;RM;Roma;14;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Faedis 12;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luchino dal Verme 4;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ceccano 19b;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mineo 77;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Largo Ferdinando Gregorovius 4;;RM;Roma;7;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Floridiana 20;;RM;Roma;14;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Macerata 60;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Acqua Bullicante 282;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Anacapri 27;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gabrino Fondulo 62;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gioacchino Russo 9;;RM;Roma;6;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Sallustio Bandini 11;;RM;Roma;15;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
