Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Proxilar com.;Permeplus;Flubex;Rothryn 200;Porter;Tator;Garban;Cipex 10E;Vectobac DT;Aquakhotrine;Diflorex;Cymina Plus;Sandokan 7335;Microsin;Roltab;Amplat;Device TB2;Permex 22E;Aqualarv;Nexa;Diflox;No-Larv;Cyperbase;Cipertrin T;Dudin SC 15;Aedex;Skeetal;Adicip;Zamho;Pertrin S;Rotryn 50;Larvistop;Altogran;K-othrine;Bifemite;Solfac;Deltakill flow;Wacip 1000;Decapy flow;Sumilarv;Exit 100;Fendona;Permesol;Diflox cpr.;Diflox flow.;Deltacid;Toolex;Permebase;Garban;Cipekill;Nurelle;Bio-Amplat;Aquacyp;Vectomax;Boxtar;Delta Super;Fenthrin;Mida tarvis;Deadyna;Green Larv;Veloxidin;Baycidal WP 25;Aquapy;Permebase
Via Carlo Emilio Gadda 167-169;00143;RM;Roma;9;Italia;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
Via Carlo Emilio Gadda 151;00143;RM;Roma;9;Italia;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
Via Delio Azzolino 31;00168;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Conca d'Oro 146;00141;RM;Roma;3;Italia;larvicida e adulticida;2;5;15/06/2015;06/07/2015;15/06/2015;28/09/2015;20 giorni;20 giorni;x;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Domenico Carbone Grio 7;00137;RM;Roma;3;Italia;larvicida e adulticida;2;5;15/06/2015;06/07/2015;15/06/2015;28/09/2015;20 giorni;20 giorni;x;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Bernardo Davanzati 1;00137;RM;Roma;3;Italia;larvicida e adulticida;2;5;15/06/2015;06/07/2015;15/06/2015;28/09/2015;20 giorni;20 giorni;x;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Calimno 54;00141;RM;Roma;3;Italia;larvicida e adulticida;2;5;15/06/2015;06/07/2015;15/06/2015;28/09/2015;20 giorni;20 giorni;x;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Val Trompia 136;00141;RM;Roma;3;Italia;larvicida e adulticida;2;5;15/06/2015;06/07/2015;15/06/2015;28/09/2015;20 giorni;20 giorni;x;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Valsarache 95;00141;RM;Roma;3;Italia;larvicida e adulticida;2;5;15/06/2015;06/07/2015;15/06/2015;28/09/2015;20 giorni;20 giorni;x;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cesare Massimi 84;00155;RM;Roma;4;Italia;larvicida e adulticida;2;5;15/06/2015;06/07/2015;15/06/2015;28/09/2015;20 giorni;20 giorni;x;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Castani 60;00172;;;6;;larvicida e adulticida;4;4;lug-15;ott-15;lug-15;ott-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;
Via Casilina 943;00171;;;6;;larvicida e adulticida;4;4;lug-15;ott-15;lug-15;ott-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;
Via F. D'Ovidio 89;00137;;;3;;larvicida e adulticida;12;12;apr-15;set-15;apr-15;set-15;2 settimane;2 settimane;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
Via pio Ermanelli 29;00143;;;9;;larvicida e adulticida;5;5;giu-15;ott-15;giu-15;ott-15;mensile;mensile;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via Giuseppe Piazzi 6;00143;;;9;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Piazzi 18;00143;;;9;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Alfonso di Legge 37;00143;;;9;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Leopoldo Ruspoli 95;00149;;;11;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via luigi Angeloni 7;00149;;;11;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pietro Maroncelli 15;00149;;;11;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Colli della Sepentara 1-3;00139;;;3;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Colli della Serpentara 5-7-9;00139;;;3;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Livio Andronico 59;00136;;;14;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Camillo Pilotto 85;00139;;;3;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Camillo Pilotto 99;00139;;;3;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Vinci 40;00139;;;3;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Vinci 13;00139;;;3;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pineta Sacchetti 43;00167;;;13;;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pineta Sacchetti 117;00167;;;14;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cassia 1342;00123;;;15;;larvicida e adulticida;3;3;lug-15;set-15;lug-15;set-15;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Molteni 149;00125;;;10;;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via Belvedere Montello 15;00166;;;13;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;3 settimane;3 settimane;x;;;;;;;;x;;;;;x;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via G.A. Piana 6;00197;;;2;;larvicida e adulticida;3;3;15/06/2015;15/09/2015;15/06/2015;15/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via G.A. Pasquale 11;00156;;;3;;larvicida e adulticida;3;3;15/06/2015;15/09/2015;15/06/2015;15/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Alpi Apuane 12;00141;;;3;;larvicida e adulticida;3;3;15/06/2015;15/09/2015;15/06/2015;15/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Filomarino 13;00199;;;2;;larvicida e adulticida;3;3;15/06/2015;15/09/2015;15/06/2015;15/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Lucrino 19;00199;;;2;;larvicida e adulticida;3;3;15/06/2015;15/09/2015;15/06/2015;15/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via T. Gargallo 24;00137;;;3;;larvicida e adulticida;3;3;15/06/2015;15/09/2015;15/06/2015;15/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via B. stringher 36;00191;;;15;;larvicida e adulticida;3;3;15/06/2015;15/09/2015;15/06/2015;15/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via A. panzini 41;00137;;;3;;larvicida e adulticida;3;3;15/06/2015;15/09/2015;15/06/2015;15/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Orti della Farnesina 141;00135;;;15;;larvicida e adulticida;3;3;15/06/2015;15/09/2015;15/06/2015;15/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Adriatico 165;00141;;;3;;larvicida e adulticida;3;3;15/06/2015;15/09/2015;15/06/2015;15/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cassia 1199;;;;15;;adulticida;0;1;-;-;01/06/2015;10/07/2015;-;1 volta;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Valle Bona 70;00168;;;14;;larvicida e adulticida;3;3;15/06/2015;31/08/2015;15/06/2015;31/08/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;;x;x;;;
Via Mario Montefusco 3;00136;;;14;;larvicida e adulticida;3;3;15/06/2015;31/08/2015;15/06/2015;31/08/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;;x;x;;;
Via Menaggio 15;00135;;;14;;larvicida e adulticida;3;3;15/06/2015;31/08/2015;15/06/2015;31/08/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;;x;x;;;
Via Abano Terme 8;00135;;;14;;larvicida e adulticida;3;3;15/06/2015;31/08/2015;15/06/2015;31/08/2015;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;;x;x;;;
Via Campofarnia 174;;;;7;;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;
Via Piagge 92-94;;;;3;;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;
Via G. Conti 155;;;;3;;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;
Via Courmayer 18;;;;15;;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;
Via Courmayer 35;;;;15;;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;
Via S. Leo 18;;;;15;;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;
Via Serrapetrona 131;;;;15;;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;
Via della Stazione di Settebagni 19;;;;3;;larvicida e adulticida;4;4;giu-15;set-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;
Largo Piero Bargellini 69;00142;;;8;;larvicida e adulticida;3;6;feb-15;apr-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Fontanellato 49;00142;;;8;;larvicida e adulticida;3;6;feb-15;apr-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Berto 4-6;00142;;;8;;larvicida e adulticida;3;6;feb-15;apr-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via giuseppe Berto 33;00142;;;8;;larvicida e adulticida;3;6;feb-15;apr-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Bero 45;00142;;;8;;larvicida e adulticida;3;6;feb-15;apr-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Paolo Barison 110;00142;;;8;;larvicida e adulticida;3;6;feb-15;apr-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale del Tintoretto 88;00142;;;8;;larvicida e adulticida;3;6;feb-15;apr-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Nicola Spedalieri 13;00142;;;8;;larvicida e adulticida;3;6;feb-15;apr-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mario Musco 73;00147;;;8;;larvicida e adulticida;3;6;feb-15;apr-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Casale lumbroso 55;;;;12;;larvicida;6;0;apr-15;set-15;-;-;mensile;-;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via degli Aldobrandeschi 21;00163;;;12;;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Umberto Saba 18;00144;;;9;;larvicida e adulticida;4;4;22/06/2015;28/09/2015;22/06/2015;28/09/2015;mensile;mensile;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Passo del Turchino 46-60;00139;;;3;;larvicida e adulticida;5;5;01/06/2015;ott-15;01/06/2015;ott-15;40 giorni;40 giorni;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Italo Carlo Falbo 10;00157;;;4;;larvicida e adulticida;5;5;01/06/2015;ott-15;01/06/2015;ott-15;40 giorni;40 giorni;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giarre 11;00133;;;6;;larvicida;5;0;26/05/2015;30/09/2015;-;-;mensile;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via Costantino Corvisieri 2;00162;;;2;;larvicida;5;0;26/05/2015;30/09/2015;-;-;mensile;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via delle Medaglie d'Oro 29;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via P. Santacroce 140;00167;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via San Tommaso d'Aquino 66;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Friggeri 82;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Balduina 120;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Balduina 128;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via delle Medaglie d'Oro 116;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Giornalisti 15;00135;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Venanzio Fortunato 12;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Venanzio Fortunato 38;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cadlolo 15;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazzale degli eroi 16;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Lattanzio 9;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Lattanzio 22;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Andronico 25;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cortina D'Ampezzo 99;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Orti della Farnesina 105-107;00136;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Trionfale 6551;00135;;;14;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Cava Aurelia 199;00165;;;13;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Sutri 19;00191;;;15;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via delle Milizie 9;00192;;;1;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Germanico 12;00192;;;1;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Boezio 43;00192;;;1;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Poma 24;00195;;;15;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Vitelleschi 26;00193;;;1;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Borgo pio 196;00193;;;1;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Gracchi 84;00192;;;1;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Golametto 2;00193;;;1;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Angelico 12;00195;;;1;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Bettolo 6;00193;;;1;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Accinni 63;00195;;;1;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
