Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Adulticida;Adicip;Amplat;Aquacyp;Aquakhotrine;Aquapy;Bifemite;Bio-Amplat;Bio Revanol;Boxtar;Cipekill EC;Cipertrin T;Ciperwall;Cipex 10E;Crackdown Rapid;Cymina Plus;Cymina Ultra Tec;Cyperbase;Deadyna;Decapy flow;Deltabios;Deltacid 25P;Deltakill flow;Deltasect;Delta Super;Deltrin flow;Ekoset;Etocinque;Exit 100;Fendona;Fenthrin;Garban;K-othrine AL;K othrine flow 25;Microsin;Microthrin;Nexa;Nurelle;Permebase;Permeplus;Permesol;Permex 22E;Pertrin L;Pertrin S;Piretrum micro;Pluricid;Romal 65;Rothryn 200;Rothryn 50;Sintores;Solfac;Tator;Tetracip Zapi;Tetraperm ABD;Veloxidin;Wacip 1000;Zamho;Larvicida;Aedex;Altogran;Aqua-larv;Aquatain;Baycidal WP 25;Device TB2;Diflox cpr.;Diflox flow.;DuDim SC15;DuDim TB2;Flubex;Green Larv;Juvenox sc 15;Larvistop;No-Larv;Porter;Proxilar com.;Roltab;Sandokan 7335;Skeetal;Sumilarv;Vectobac DT;Vectobac G;Vectobac 12 AS;Vectomax;Toolex;;Cipermetrina (adulticida);Tetrametrina (adulticida);Diflubenzuron (Larvicida);Pyriproxyfen (Larvicida);Non Specificato
Via di Grottarossa 1282;00189;RM;Roma;15;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Andrea Sacchi 4;00196;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Domenico Silveri 30;00165;RM;Roma;13;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Torquato Taramelli 5;00197;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Viale Angelico 54;00195;RM;Roma;1;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via di S. Valentino 21;00197;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Viale Maresciallo Pilsudski 118;00197;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Viale dei Parioli 12/14;00197;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Viale Giuseppe Mazzini 13;00195;RM;Roma;1;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via del Monte di Casa 65;00138;RM;Roma;3;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Francesco Tovaglieri 213;00155;RM;Roma;5;Italia;Larvicida e Adulticida;;;mag-16;ott-16;mag-16;ott-16;3/4 settimane;3/4 settimane;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
Via Berna 32;00144;RM;Roma;9;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Ettore Arena 75/101;00128;RM;Roma;9;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Viale della Tecnica 162;00144;RM;Roma;9;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Viale Avignone 89/91;00144;RM;Roma;9;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Giovanni Vestri 24;00151;RM;Roma;12;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Beato Battista Spagnoli 57;00144;RM;Roma;9;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Claudia 65;00050;RM;Ladispoli;;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Viale Avignone 86;00144;RM;Roma;9;Italia;Adulticida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Augusto Vera 19/41;00142;RM;Roma;8;Italia;Adulticida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Franco Bonvicini 9 / Largo E. Nicolï 24;00127;RM;Roma;9;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Viale dei Primati Sportivi 27;00144;RM;Roma;9;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Viale Colli Portuensi 418;00151;RM;Roma;12;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Edoardo Maragliano 19/23;00151;RM;Roma;12;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Viale dei Quattro Venti 204;00152;RM;Roma;12;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Dardanelli 13/15;00195;RM;Roma;1;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Filippi 59;00146;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Ludovico di Monreale 9;00152;RM;Roma;12;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Dall'Ongaro 38;00152;RM;Roma;12;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Po 58;00198;RM;Roma;2;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Viale dei Quattro Venti 68;00152;RM;Roma;12;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Luigi Ronzoni 82;00151;RM;Roma;12;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Santamaura 7;00192;RM;Roma;1;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Vespasiano 52;00192;RM;Roma;1;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via della Gensola 38;00153;RM;Roma;1;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via del Monte delle Capre 29 Pal. E/F;00148;RM;Roma;11;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Berto 157-169;00142;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Cosimo Tornabuoni 14A;00166;RM;Roma;13;Italia;Larvicida e Adulticida;;;mag-16;ott-16;mag-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Carlo Marchionni 20;00128;RM;Roma;9;Italia;Larvicida;;;lug-16;ago-16;;;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ugo de Carolis 87;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
Piazza Vincenzo Ceresi 10;00152;RM;Roma;12;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
Via Oslavia 39/F - Via Vodice 27;00195;RM;Roma;1;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
Via Salaria 396;00199;RM;Roma;2;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
Via Paraguay 12;00198;RM;Roma;2;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
Via Barnaba Oriani 38;00197;RM;Roma;2;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
Largo della Fontanella Borghese 19;00186;RM;Roma;1;Italia;;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
Via Giuseppe Mangili 29;00197;RM;Roma;2;Italia;;;;apr-16;ott-16;apr-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
Via dei Tre Orologi 6;00197;RM;Roma;2;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
Via delle Azalee 19;00172;RM;Roma;5;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;4/5 settimane;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;
Via Donatello 50;00196;RM;Roma;2;Italia;Larvicida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Val Maira 75;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Stimigliano 5;00199;RM;Roma;2;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via della Magnetite 23;00158;RM;Roma;4;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via dell'Acqua Paola 13;00168;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via della Fonte di Fauno 12;00153;RM;Roma;1;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Viale Jonio 359;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Val Pellice 51;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Val Pellice 71/81;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Valle di Riva 16;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via dei Savorelli 24;00165;RM;Roma;13;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Val Maggia 146;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via della Magnetite 33;00158;RM;Roma;4;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Val Maggia 56;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Guelfo Civinini 23/24;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Monte Nevoso 30Bis;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Conca D'Oro 287;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Val di Non 18;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Val di Non 37;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Val di Non 39;00141;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Giuseppe Valmarana 16;00139;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Luciano Zuccoli 21;00137;RM;Roma;3;Italia;Larvicida e Adulticida;;;mag-16;nov-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via Marco Besso 10;00191;RM;Roma;15;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
Via Sallustio Bandini 11;00191;RM;Roma;15;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
Via Gerolamo Belloni 112;00191;RM;Roma;15;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
Via Marco Besso 11;00191;RM;Roma;15;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
Via Taggia 55;00168;RM;Roma;14;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
Via Brunate 6;00135;RM;Roma;14;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
Via Cassia 834;00189;RM;Roma;15;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
Via Egidio Albornoz 7;00165;RM;Roma;13;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
Via Egidio Albornoz 23;00165;RM;Roma;13;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
Via Gerolamo Rovetta 72;00137;RM;Roma;3;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
