Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Adulticida;Adicip;Amplat;Aquacyp;Aquakhotrine;Aquapy;Bifemite;Bio-Amplat;Bio Revanol;Boxtar;Cipekill EC;Cipertrin T;Ciperwall;Cipex 10E;Crackdown Rapid;Cymina Plus;Cymina Ultra Tec;Cyperbase;Deadyna;Decapy flow;Deltabios;Deltacid 25P;Deltakill flow;Deltasect;Delta Super;Deltrin flow;Ekoset;Etocinque;Exit 100;Fendona;Fenthrin;Garban;K-othrine AL;K othrine flow 25;Microsin;Microthrin;Nexa;Nurelle;Permebase;Permeplus;Permesol;Permex 22E;Pertrin L;Pertrin S;Piretrum micro;Pluricid;Romal 65;Rothryn 200;Rothryn 50;Sintores;Solfac;Tator;Tetracip Zapi;Tetraperm ABD;Veloxidin;Wacip 1000;Zamho;Larvicida;Aedex;Altogran;Aqua-larv;Aquatain;Baycidal WP 25;Device TB2;Diflox cpr.;Diflox flow.;DuDim SC15;DuDim TB2;Flubex;Green Larv;Juvenox sc 15;Larvistop;No-Larv;Porter;Proxilar com.;Roltab;Sandokan 7335;Skeetal;Sumilarv;Vectobac DT;Vectobac G;Vectobac 12 AS;Vectomax;Toolex;;Cipermetrina (adulticida);Tetrametrina (adulticida);Diflubenzuron (Larvicida);Pyriproxyfen (Larvicida);Non Specificato
Via Giardino di Boboli 86;00135;RM;Roma;14;Italia;Larvicida e Adulticida;;;apr-16;ott-16;;;2 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giardino di Boboli 89;00135;RM;Roma;14;Italia;Larvicida e Adulticida;;;apr-16;ott-16;;;2 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giardino di Boboli 89;00135;RM;Roma;14;Italia;Larvicida e Adulticida;;;apr-16;ott-16;;;2 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giardino di Boboli 109;00135;RM;Roma;14;Italia;Larvicida e Adulticida;;;apr-16;ott-16;;;2 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giardino di Boboli 31;00135;RM;Roma;14;Italia;Larvicida e Adulticida;;;apr-16;ott-16;;;2 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale caduti della resistenza 720;00128;RM;Roma;9;Italia;Larvicida;;;apr-16;ott-16;;;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Viale caduti della resistenza 734;00128;RM;Roma;9;Italia;Larvicida;;;apr-16;ott-16;;;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Via Di Mezocammino 121;00128;RM;Roma;9;Italia;Larvicida;;;apr-16;ott-16;;;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Via V. Rotellini 163;00128;RM;Roma;9;Italia;Larvicida;;;apr-16;ott-16;;;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Via Cassia 175;00189;RM;Roma;15;Italia;Larvicida e Adulticida;;;apr-16;ago-16;apr-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Viale del Tintoretto 88;00142;RM;Roma;8;Italia;Adulticida;3;6;feb-16;apr-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Fontanellato 49;00142;RM;Roma;8;Italia;Adulticida;3;6;feb-16;apr-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Nicola Spedalieri 13;00142;RM;Roma;8;Italia;Adulticida;3;6;feb-16;apr-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Berto 33;00142;RM;Roma;8;Italia;Adulticida;3;6;feb-16;apr-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Berto 45;00142;RM;Roma;8;Italia;Adulticida;3;6;feb-16;apr-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mario Musco 73/75;00147;RM;Roma;8;Italia;Adulticida;3;6;feb-16;apr-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Bruno Rizzieri 105;00173;RM;Roma;7;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Bruno Rizzieri 111;00173;RM;Roma;7;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Bruno Rizzieri 119;00173;RM;Roma;7;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Francesco Saverio Benucci 47;00149;RM;Roma;11;Italia;Larvicida e Adulticida;5;6;mag-16;ago-16;mag-16;ago-16;2 settimane;2 settimane;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
Via del Trullo 6;00148;RM;Roma;11;Italia;Larvicida;;;apr-16;dic-06;;;settimanale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;
Piazza Di Torre Gaia;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Piazza Di Valle Alessandra;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Piazza Pupinia;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Binetto;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Casilina 1602-1606;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Casilina 1616;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Casilina 1622;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Casilina 1626;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Cellamare;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via degli Archetti di Torrenova;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via del Palazzo dei Papazzurri;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via di Grotte Celoni 4;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via di Grotte Celoni 26;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via di Petraportia;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via di Torre Gaia;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via di Torre Verde;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via di Valle Alessandra;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via di Vigna Grandi;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Gravina di Puglia;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Pupinia;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Putignano;00133;RM;Roma;6;Italia;Larvicida e Adulticida;10;;apr-16;ott-16;;;3 settimane;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Raoul Chiodelli 64;00132;RM;Roma;6;Italia;Larvicida e Adulticida;2;7;mar-16;apr-16;mag-16;nov-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Busto Arsizio 15;00188;RM;Roma;15;Italia;Larvicida e Adulticida;6;6;mag-16;ott-16;mag-16;ott-16;Mensile;Mensile;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Abigaille Zanetta 133;00143;RM;Roma;9;Italia;Adulticida;4;4;lug-16;set-16;lug-16;set-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giacomo Trevis 44;00147;RM;Roma;8;Italia;Adulticida;6;6;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Carlo Conti Rossini 13;00147;RM;Roma;8;Italia;Adulticida;6;6;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Magnetite 42;00158;RM;Roma;4;Italia;Larvicida e Adulticida;5;5;mag-16;set-16;mag-16;set-16;2 settimane;2 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Filippo Chiappini 16;00153;RM;Roma;12;Italia;Adulticida;;4;;;mag-16;set-16;;Mensile;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale di Trastevere 301;00153;RM;Roma;12;Italia;Adulticida;;4;;;mag-16;set-16;;Mensile;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giovanni Battista Gisleni 21;00163;RM;Roma;12;Italia;Adulticida;;4;;;giu-16;set-16;;Mensile;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via S. Cipriano;00136;RM;Roma;14;Italia;Adulticida;1;3;mag-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ettore Rolli 46;00153;RM;Roma;12;Italia;Adulticida;1;3;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Parini 2;00152;RM;Roma;12;Italia;Adulticida;;2;;;lug-16;ago-16;;Mensile;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ponte Buggianese 28;00148;RM;Roma;11;Italia;Adulticida;;3;;;mag-16;set-16;;Bimestrale;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Di Villa Pepoli 5;00153;RM;Roma;1;Italia;Larvicida e Adulticida;1;3;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
Via Pietro Cartoni 71;00152;RM;Roma;12;Italia;Larvicida e Adulticida;3;3;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
Via Giovanni da Castel Bolognese 30/32;00153;RM;Roma;12;Italia;Larvicida e Adulticida;1;1;mag-16;lug-16;mag-16;lug-16;Bimestrale;Bimestrale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
Via Ivanoe Bonomi 92;00139;RM;Roma;3;Italia;Larvicida;;;mag-16;set-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
Via Ivanoe Bonomi 24;00139;RM;Roma;3;Italia;Adulticida;4;4;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Camillo Peano 19;00139;RM;Roma;3;Italia;Adulticida;5;5;apr-16;ago-16;ago-16;;Mensile;Mensile;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Camillo Peano 26;00139;RM;Roma;3;Italia;Adulticida;5;5;apr-16;ago-16;apr-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Camillo Peano 22;00139;RM;Roma;3;Italia;Adulticida;5;5;apr-16;ago-16;apr-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Camillo Peano 14;00139;RM;Roma;3;Italia;Adulticida;4;4;lug-16;set-16;set-16;;Mensile;Mensile;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Serrapetrona 14;00138;RM;Roma;3;Italia;Adulticida;12;5;apr-16;;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Antonio Silvani 69;00139;RM;Roma;3;Italia;Adulticida;4;4;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Antonio Silvani 32;00139;RM;Roma;3;Italia;Adulticida;4;4;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pier Ludovico Occhini 6;00139;RM;Roma;3;Italia;Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ezio 34;00192;RM;Roma;1;Italia;Larvicida e Adulticida;1;4;apr-16;;mag-16;set-16;;Mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Aterno 12;00198;RM;Roma;2;Italia;Larvicida e Adulticida;1;4;apr-16;;mag-16;set-16;;Mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Di Priscilla 19;00199;RM;Roma;2;Italia;Larvicida e Adulticida;1;4;apr-16;;mag-16;set-16;;Mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via San Marino 21;00198;RM;Roma;2;Italia;Larvicida e Adulticida;1;4;apr-16;;mag-16;set-16;;Mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Giuseppe Lucchetti Rossi 1;00127;RM;Roma;9;Italia;Larvicida e Adulticida;5;4;apr-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;
Via Giuseppe Lucchetti Rossi 5;00127;RM;Roma;9;Italia;Larvicida e Adulticida;5;4;apr-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;
Via Giuseppe Lucchetti Rossi 9;00127;RM;Roma;9;Italia;Larvicida e Adulticida;5;4;apr-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;
Piazza Sante Bargellini 4/21;00157;RM;Roma;4;Italia;Larvicida e Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via Nomentana 231/233;00161;RM;Roma;2;Italia;Larvicida e Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;
Viale di Villa Massimo 37;00161;RM;Roma;2;Italia;Larvicida e Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via XX Settembre 58A;00187;RM;Roma;1;Italia;Larvicida e Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via Anselmo Ciappi 46;00144;RM;Roma;11;Italia;Larvicida e Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via Gian Giacomo Porro 22;00197;RM;Roma;2;Italia;Larvicida e Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via Salita Castel Giubileo 8;00138;RM;Roma;3;Italia;Larvicida e Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via Pieve a Nievale 46/48;00138;RM;Roma;3;Italia;Larvicida e Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;
