MUN,Prot. AMA caditoie,AREA,A.E.T.,ZONA,"VIA, PIAZZA etc.",TRATTA,"Metri
[*2]","ORARIO DI SERVIZIO PERIODO 
B","ORARIO DI SERVIZIO PERIODO 
A","ORARIO DI SERVIZIO PERIODO 
C","FREQUENZA 
B","FREQUENZA 
A","IDENTIFICATIVO SQUADRE PERIODO 
B","IDENTIFICATIVO SQUADRE PERIODO 
A",1/11/17,2/11/17,3/11/17,4/11/17,5/11/17,6/11/17,7/11/17,8/11/17,9/11/17,10/11/17,11/11/17,12/11/17,13/11/17,14/11/17,15/11/17,16/11/17,17/11/17,18/11/17,19/11/17,20/11/2017 - inizio B,21/11,22/11,23/11,24/11,25/11,26/11,27/11,28/11,29/11,30/11,1/12,2/12,3/12,4/12,5/12,6/12,7/12,8/12,9/12,10/12,11/12/2017 - inizio A,12/12,13/12,14/12,15/12,16/12,17/12,18/12,19/12,20/12,21/12,22/12,23/12,24/12,25/12,26/12,27/12,28/12,29/12,30/12,31/12,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,"10/01/2018
inizio B",11/1,12/1,13/1,14/1,15/1,16/1,17/1,18/1,19/1,20/1,21/1,22/1,23/1,24/1,25/1,26/1,27/1,28/1,29/1,30/1,31/1
II,,SA,A02AC,02A,VIA GIUSEPPE CERACCHI,,440,,,,B2,A2,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,X,,,,,,,,,,,,,X,,,,,,,
II,,SA,A02AC,02A,VIA SASSOFERRATO,,340,,,,B2,A2,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,X,,,,,,,,,,,,,X,,,,,,,
II,,SA,A02AC,02A,VIALE DELLO STADIO FLAMINIO,VIALE MARESCIALLO PILSUDSKI PIAZZALE DELLO STADIO FLAMINIO,200,,,,B2,A2,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,X,,,,,,,,,,,,,X,,,,,,,
II,SIMU,SA,A02AC,02A,VIALE MARESCIALLO PILSUDSKI,PIAZZALE MANILA PIAZZALE DEL PARCO DELLE RIMEMBRANZE,3192,,,,B2,A2,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,X,,,,,,,,,,,,,X,,,,,,,
II,,SA,A02AD,02A,PIAZZALE MIGUEL CERVANTES,,140,,,,B2,A2,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,X,,,,,,,,,,,,,X,,,,,,,
II,,SA,A02AD,02A,VIA ANTONIO GRAMSCI,,820,,,,B2,A2,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,X,,,,,,,,,,,,,X,,,,,,,
II,,SA,A02AD,02A,VIA ANTONIO VALLISNERI,VIA GIUSEPPE MANGILI - VIA MICHELE MERCATI,280,,,,B2,A2,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,X,,,,,,,,,,,,,X,,,,,,,
II,,SA,A02AD,02A,VIA CARLO LINNEO,,636,,,,B2,A2,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,X,,,,,,,,,,,,,X,,,,,,,
II,,SA,A02AD,02A,VIA FRANCESCO JACOVACCI,VIALE TIZIANO - VIA DEI MONTI PARIOLI,780,,,,B2,A2,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,X,,,,,,,,,,,,,X,,,,,,,
II,,SA,A02AD,02A,VIA GIUSEPPE CUBONI,VIA CARLO LINNEO VIA CARLO LINNEO,320,,,,B2,A2,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,X,,,,,,,,,,,,,X,,,,,,,
II,,SA,A02AD,02A,VIA GIUSEPPE MANGILI,,860,,,,B2,A2,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,X,,,,,,
II,,SA,A02AD,02A,VIA MICHELE MERCATI,,680,,,,B2,A2,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,X,,,,,,
II,,SA,A02AD,02A,VIA SEBASTIANO CONCA,,390,,,,B2,A2,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,X,,,,,,
II,,SA,A02AD,02A,VIALE DELLE BELLE ARTI,PIAZZA THORWALDSEN VIA ANTONIO GRAMSCI,880,,,,B2,A2,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,X,,,,,,
II,,SA,A02AE,02A,VIA DEL CANNETO,,580,,,,B2,A2,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,X,,,,,,
II,,SA,A02AG,02A,LUNGOTEVERE DELL'ACQUA ACETOSA,,240,,,,B2,A2,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,X,,,,,,
II,SIMU,SA,A02CA,02B,VIALE LIEGI,,1202,,,,B1,A1,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,X,X,X,X,X,,X,X,X,X,X,X,X,,X,X,X,X,X,X,,X,X,X,X,X,,X,X,X,X,,,,,X,,,,,,,,,,,,,X,,,
II,66650/2016E,SA,A02BA,02B,LARGO PIETRO MASCAGNI,,160,,,,B1,A2,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,,,,,,,,,X,,,
II,66650/2016E,SA,A02BA,02B,VIA PIETRO MASCAGNI,,312,,,,B1,A2,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,,,,,,,,,X,,,
II,67151/2016E,SA,A02BA,02B,LARGO SOMALIA,,516,,,,B1,A2,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,,,,,,,,,X,,,
II,66650/2016E,SA,A02BB,02B,VIA DI VILLA CHIGI,,1040,,,,B1,A2,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,X,,,,,X,,,,,,,,,,,,,X,,,
II,66650/2016E,SA,A02CC,02B,VIA DI VILLA ADA,,534,,,,B1,A2,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,,,,,,,,,X,,
II,66650/2016E,SA,A02CC-CE,02B,VIA CHIANA,,1307,,,,B1,A2,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,,,,,,,,,X,,
II,SIMU,SA,A02CD,02B,VIA NOMENTANA,P.LE DI PORTA PIA - VIA DELLA BATTERIA NOMENTANA,6400,,,,B1,A2,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,,,,,,,,,X,,
II,SIMU,SA,A02CD,02B,VIALE REGINA MARGHERITA,VIA NOMENTANA - VIALE LIEGI,1306,,,,B1,A2,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,,,,,,,,,X,,
II,,SA,A02BA,02B,VIA FILIPPO MARCHETTI,,560,,,,B2,A2,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,X,,,,,,
II,,SA,A02BA,02B,VIA GIUSEPPE MARTUCCI,,456,,,,B2,A2,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,X,,,,,,
II,,SA,A02BA,02B,VIA LUIGI MANCINELLI,,676,,,,B2,A2,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,X,,,,,,
II,,SA,A02BA,02B,VIALE SOMALIA,,2200,,,,B2,A2,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,X,,,,,,
II,,SA,A02BB,02B,LARGO FORANO,,190,,,,B2,A2,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,,,,,,,X,,,,,,
II,66650/2016E,SA,A02BC,02B,VIA ASMARA,,1607,,,,B2,A2,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,,,,,,,X,,,,,,
II,66650/2016E,SA,A02BD,02B,VIA GORIZIA,,970,,,,B2,A2,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,,,,,,,X,,,,,,
II,66650/2016E,SA,A02CB,02B,VIALE GIOACCHINO ROSSINI,,492,,,,B2,A2,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,
II,66650/2016E,SA,A02CC,02B,VIA ANAPO,,613,,,,B2,A2,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,
II,66650/2016E,SA,A02CC,02B,VIA BENACO,,772,,,,B2,A2,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A02CC,02B,PIAZZA BUENOS AIRES,,76,,,,B2,A2,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A02CC,02B,PIAZZA SANTIAGO DEL CILE,,300,,,,B2,A2,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,
II,66650/2016E,SA,A02CE,02B,VIA AVIGLIANA,,256,,,,B2,A2,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,
II,SIMU,SA,A02CD,03A,VIALE REGINA ELENA,,1824,,,,B1,A1,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,X,X,X,X,X,,X,X,X,X,X,X,X,,X,X,X,X,X,X,,X,X,X,X,X,,X,X,X,,X,,,,,X,,,,,,,,,,,,,X,,
II,66650/2016E,SA,A03AE,03A,VIALE DEL POLICLINICO,,1376,,,,B1,A2,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,,,,,,,,,X,,
II,,SA,A03AE,03A,PIAZZA DELLA CROCE ROSSA,VIALE DEL POLICLINICO - VIA DI VILLA PATRIZI,188,,,,B1,A2,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,,,,,,,,,X,,
II,,SA,A03AE,03A,VIA GIOVANNI MARIA LANCISI,VIALE DEL POLICLINICO - VIALE REGINA MARGHERITA,600,,,,B1,A2,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,,,,,,,,,X,,
II,,SA,A03AE,03A,VIALE DELL'UNIVERSITA',,534,,,,B1,A2,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,,,,,,,,,X,,
II,SIMU,SA,A03AE,03A,VIALE REGINA MARGHERITA,VIALE REGINA ELENA - VIA NOMENTANA,1000,,,,B1,A2,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,X,,,,,X,,,,,,,,,,,,,X,,
II,,SA,A03AA,03A,VIA DEI SARDI,,560,,,,B2,A2,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AB,03A,VIA DEI MARSI,VIA DEGLI APULI - VIA DEI SARDI,220,,,,B2,A2,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AD,03A,PIAZZA DEI SICULI,,336,,,,B2,A2,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AD,03A,PIAZZALE DEL VERANO,,1358,,,,B2,A2,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,X,,,,,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,
II,66650/2016E,SA,A03AG,03A,VIALE DELLE PROVINCIE,,3220,,,,B1,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,X,,
II,66650/2016E,SA,A03AH,03A,VIALE IPPOCRATE,,1872,,,,B1,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,X,
II,66650/2016E,SA,A03AK,03A,VIA RODOLFO LANCIANI,,2232,,,,B1,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,X,
II,,SA,A03AD,03A,PIAZZALE TIBURTINO,,56,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AD,03A,VIA CESARE DE LOLLIS,,980,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AD,03A,VIA DEI DAUNI,PIAZZA DEI SICULI - VIA DEI FRENTANI,300,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AD,03A,VIA DEI LIBURNI,,366,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AD,03A,VIA DEI RAMNI,,1182,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AD,03A,VIA DEI SALENTINI,,390,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AD,03A,VIA DEI TAURINI,,764,,,,B2,A3,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AD,03A,VIA DEI TIZI,,480,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
II,SIMU,SA,A03AD,03A,VIA TIBURTINA,P.LE TIBURTINO - P.LE DELLE CROCIATE,2400,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AD,03A,VIALE DELLO SCALO S. LORENZO,PIAZZALE LABICANO VIA DI PORTA LABICANA,440,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
II,,SA,A03AD,03A,VIALE DI PORTA TIBURTINA,,400,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AF,03A,VIA ALESSANDRO TORLONIA,,852,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AF,03A,VIA BELLUNO,,400,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AF,03A,VIA GIOVANNI SEVERANO,VIALE DI VILLA MASSIMO VIA ANTONIO GALLONIO,136,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AF,03A,VIA RAVENNA,LARGO RAVENNA PIAZZA BOLOGNA,600,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AF,03A,VIA ROVIGO,VIA BARI VIA GIULIO SIRAGUSA,300,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AF,03A,VIA VERONA,eliminata da prog. 5/10/17,348,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AF,03A,VIALE DI VILLA MASSIMO,,1040,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AF,03A,VIALE VENTUNO APRILE,,772,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AG,03A,PIAZZA BOLOGNA,,146,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AG,03A,PIAZZALE DELLE PROVINCIE,,822,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AH,03A,PIAZZALE VALERIO MASSIMO,,238,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AH,03A,VIA DEL CASTRO LAURENZIANO,VIALE DELL'UNIVERSITA' - VIA TIBURTINA,860,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AH,03A,VIA GIOVANNI MINGAZZINI,VIA LANFRANCO DI PAVIA LARGO ETTORE MARCHIAFAVA,260,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AH,03A,VIA LUCCA,eliminata da prog. 5/10/17,400,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AH,03A,VIA MICHELANGELO POGGIOLI,eliminata da prog. 5/10/17,240,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AI,03A,LARGO GUIDO MAZZONI,VIA GUIDO MAZZONI - VIA TEODORICO,220,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,SIMU,SA,A03AI,03A,PIAZZALE DELLA STAZIONE TIBURTINA,,30,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AI,03A,VIA MICHELE DI LANDO,eliminata da prog. 5/10/17,1180,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AJ,03A,PIAZZA DEL CAMPIDANO,VIA GAETANO MORONI - VIA GIUSEPPE PITRE',154,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AJ,03A,VIA DELLA MARSICA,,240,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
II,,SA,A03AJ,03A,VIA GAETANO MORONI,,620,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
II,,SA,A03AJ,03A,VIA OTTAVIO PANCIROLI,LARGO ERASMO PISTOLESI VIA UGO BALZANI,96,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
II,,SA,A03AK,03A,PIAZZA GIOVANNI WINCKELMANN,,120,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
II,,SA,A03AK,03A,PIAZZA ORAZIO MARUCCHI,,134,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
