MUN,Prot. AMA caditoie,AREA,A.E.T.,ZONA,"VIA, PIAZZA etc.",TRATTA,"Metri
[*2]","ORARIO DI SERVIZIO PERIODO 
B","ORARIO DI SERVIZIO PERIODO 
A","ORARIO DI SERVIZIO PERIODO 
C","FREQUENZA 
B","FREQUENZA 
A","IDENTIFICATIVO SQUADRE PERIODO 
B","IDENTIFICATIVO SQUADRE PERIODO 
A",1/11/17,2/11/17,3/11/17,4/11/17,5/11/17,6/11/17,7/11/17,8/11/17,9/11/17,10/11/17,11/11/17,12/11/17,13/11/17,14/11/17,15/11/17,16/11/17,17/11/17,18/11/17,19/11/17,20/11/2017 - inizio B,21/11,22/11,23/11,24/11,25/11,26/11,27/11,28/11,29/11,30/11,1/12,2/12,3/12,4/12,5/12,6/12,7/12,8/12,9/12,10/12,11/12/2017 - inizio A,12/12,13/12,14/12,15/12,16/12,17/12,18/12,19/12,20/12,21/12,22/12,23/12,24/12,25/12,26/12,27/12,28/12,29/12,30/12,31/12,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,"10/01/2018
inizio B",11/1,12/1,13/1,14/1,15/1,16/1,17/1,18/1,19/1,20/1,21/1,22/1,23/1,24/1,25/1,26/1,27/1,28/1,29/1,30/1,31/1
V,SIMU,R.C.,A06BA,06A,VIA CASILINA,CIRCONVALLAZIONE CASILINA - VIA DI TOR PIGNATTARA,2800,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,
V,66687/2016E,R.C.,A06BE,06A,VIA FILARETE,VIA C. DA URBINO - VIA B. DA NOVARA,1600,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,X,,,X,,,,,,,X,,,,,,X,,,,,X,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,
V,,R.C.,,06A,VIA PIETRO SILVA,,140,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,X,,,X,,,,,,,X,,,,,,X,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,
V,,R.C.,,06A,PIAZZA CARDINALI,,200,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,X,,,X,,,,,,,X,,,,,,X,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,
V,,R.C.,,06A,VIA CHECCO DURANTE,,150,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,X,,,X,,,,,,,X,,,,,,X,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,
V,,R.C.,,06A,VIA DEI LOMBARDI,,350,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,X,,,X,,,,,,,X,,,,,,X,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,
V,,R.C.,,06A,VIA ANTINORI,,65,,,,B2,A3,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,X,,,X,,,,,,,X,,,,,,X,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,
V,66687/2016E,R.C.,A07AA,07A,VIA MICHELE TENORE,,500,,,,B1,A3,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,
V,66687/2016E,R.C.,A07AA,07A,PIAZZA TEOFRASTO,,300,,,,B1,A3,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,X
V,SIMU,R.C.,A07AA,07A,VIA PRENESTINA,DA VIA GIUSEPPE CANDIANI A VIA DI TOR TRE TESTE,1100,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,X,,,,,,,,,X,,,,,
V,,R.C.,A07BA,07A,PIAZZA DEL QUARTICCIOLO,,624,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,
V,,R.C.,A07BA,07A,VIA MANFREDONIA,,1100,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
V,,R.C.,A07BA,07A,VIA MOLFETTA,,1500,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
V,SIMU,R.C.,A07BA,07A,VIALE PALMIRO TOGLIATTI,DA VIA PRENESTINA A VIA DEI SESAMI,2600,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,
V,,R.C.,A07BB,07A,VIALE GIORGIO MORANDI,,674,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
V,66687/2016E,R.C.,A07AA,07A,LARGO COCCONI,,360,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
V,66687/2016E,R.C.,A07AB,07A,VIA DEI GINEPRI,,600,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
V,66687/2016E,R.C.,A07AH,07A,VIA DEL CAMPO,,1300,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
V,66687/2016E,R.C.,A07AB,07A,VIA DELLE ORCHIDEE,,500,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
V,66687/2016E,R.C.,A07BB,07A,VIA G. DE CHIRICO,VIA PISIS - VIA COLLATINA,200,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
V,66687/2016E,R.C.,A07BB,07A,VIA L. APPIANI,,420,,,,B2,A3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
V,66687/2016E,R.C.,A07AI,07A,VIA L. GHINI,,1100,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
V,66687/2016E,R.C.,A07AI,07A,VIA PIETRO CASTELLI,ANGOLO PARCO,500,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
V,66687/2016E,R.C.,A07AA,07A,VIA FILIPPO SMALDONE,,600,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
V,,R.C.,A07AA,07A,VIA LUSINA,,170,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
V,,R.C.,A07BA,07A,VIALE PALMIRO TOGLIATTI,DA VIA PRENESTINA A COLLATINA,2000,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,SIMU,R.C.,A08AA,08A,VIALE PALMIRO TOGLIATTI,DA VIA PAPIRIA A VIA CASILINA,5200,,,,B1,A2,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,X,,,X,,,,X,,,X,,,,,,X,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,X
VI,,R.C.,A08AA,08A,VIALE DEI ROMANISTI,,6620,,,,B2,A2,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,X,,,,X,,,X,,,,,,X,,,X,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,,R.C.,A08AA,08A,VIA ADOLFO GIAQUINTO,,690,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,,R.C.,A08AA,08A,VIA AUFIDIO NAMUSA,,860,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,,R.C.,A08AA,08A,VIA AUGUSTO LUPI,,940,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,,R.C.,A08AA,08A,VIA AUGUSTO MARINI,VIA ALESSANDRO BENETTI - VIA ANGIOLO CASSIOLI,140,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,,R.C.,A08AA,08A,VIA G.C. PERESIO,,890,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,,R.C.,A08AA,08A,VIA LUIGI FERRETTI,,684,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,,R.C.,A08AA,08A,VIA MARCIO RUTILIO,,680,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,,R.C.,A08AA,08A,VIA MARCO EMILIO SCAURO,VIA AUFIDIO NAMUSA VIA CORNELIO SISENNA,360,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,,R.C.,A08AA,08A,VIA MARFORIO,Compreso Slargo (Piazza),628,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,,R.C.,A08AA,08A,VIA RUGANTINO,,2062,,,,B2,A3,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
VI,,R.C.,A08AB,08A,VIA GIUSEPPE BERNERI,,780,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08AB,08A,VIALE DI TORRE MAURA,VIA DI TORRE SPACCATA VIA DELLE GHIANDAIE,1320,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08AD,08A,VIA DI CARCARICOLA,VIA DEI BONZAGNA - VIA FRANCESCO GONIN,112,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08AD,08A,VIA FRANCESCO GONIN,VIA AUGUSTO CASTELLANI - VIA DI CARCARICOLA,160,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08BA,08B,VIA FRANCESCO ANICHINI,VIA DELL'ARCHEOLOGIA - VIA GIACINTO CAMASSEI,104,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08BA,08B,VIA GIACINTO CAMASSEI,  VIA DELL'ARCHEOLOGIA,100,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08BB,08B,LARGO FERRUCCIO MENGARONI,   ,216,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08AE,08C,VIA DELLA TENUTA DI TORRENOVA,,2000,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08AE,08C,VIA DI TOR VERGATA,VIA EVARISTO GARRONI - VIA DEI PISONI,72,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08BC,08C,PIAZZA ERASMO PIAGGIO,PIAZZA SIDEREA - VIA ANNIBALE CALZONI,520,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
VI,,R.C.,A08BC,08C,PIAZZA SIDEREA,,176,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
VI,,R.C.,A08BC,08C,VIA DI GROTTE CELONI,VIA ALESSANDRO CENTURINI - VIA ANNIBALE CALZONI,314,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
VI,,R.C.,A08BC,08C,VIA ERCOLE MARELLI,,600,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
VI,,R.C.,A08BC,08C,VIA ERNESTO BREDA,,752,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
VI,,R.C.,A08BD,08C,VIA CINO DEL DUCA,VIA GIOVANNI TRECCANI - VIA CASILINA,200,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,,
VI,,R.C.,A08BD,08C,VIA DEGAS,,1210,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,,
VI,,R.C.,A08BD,08C,VIA MATISSE,SENZA USCITA VIA DEGAS,70,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,,
VI,,R.C.,A08BD,08C,VIA MONDRIAN,VIA DEGAS  ,120,,,,B2,A3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,,
VI,,R.C.,A08BD,08C,VIA PISSARRO,VIA DEGAS SENZA USCITA,80,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BE,08C,VIA S. BIAGIO PLATANI,,3300,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BE,08C,VIA SANT'ALFIO, ,1798,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08AF,08D,VIA CELIO CALDO,VIA CALLIOPE - VIA DI TORRENOVA,234,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08AF,08D,VIA DEL TORRACCIO DI TORRENOVA,VIA FILIPPO TAGLIOLINI - VIA NICOLA MOSCARDELLI,88,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08AF,08D,VIA GIACOMO LAURENZANI,VIA DEL TORRACCIO DI TORRENOVA VIA BERNARDO MINOZZI,480,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08AF,08D,VIA GIOVANNI ARTUSI,VIA ANDREOTTO SARACINI VIA CRISTOFANO ROBETTA,240,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08AF,08D,VIA GIUSEPPE TORALDO,,480,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08AF,08D,VIA NICOLA SCARANO,,220,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08AF,08D,VIA RODOLFO FUMAGALLI,,430,,,,B2,A3,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
VI,,R.C.,A08BF,08D,VIA BITTI,,60,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BF,08D,VIA CANNAROLI,VIA PRENESTINA - VIA PECORECCIA DI TORRE ANGELA,268,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BF,08D,VIA MEANA SARDO,VIA BITTI VIA BUSACHI,226,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BF,08D,VIA PEDICA DI TOR ANGELA,SENZA USCITA VIALE NUSCO,140,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BK,08D,VIA DELLA RISERVA NUOVA,VIA DON PIRRO SCAVIZZI - VIA PRENESTINA,520,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BK,08D,VIA DI LUNGHEZZINA,,500,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BK,08D,VIA FOSSO DI BENZONE,,540,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BL,08D,VIA FERMIGNANO,,2120,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BL,08D,VIA POLENSE,VIA ARISCHIA VIA CAVUCCIO,680,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BL,08D,VIA RIPATRANSONE,,3190,,,,B2,A3,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,
VI,,R.C.,A08BL,08D,VIA SANT'ELPIDIO A MARE,VIA CASTEL DI LAMA VIA FOLIGNANO,124,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,,,,
VI,,R.C.,A08BL,08D,VIA VALLE DI CASTIGLIONE,,732,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,,,,
VII,67151/2016E,R.C.,A09AA,09A,VIA APPIA NUOVA - SOLO CENTRALE (LAT. SPEC. AMA),P.ZZA DEI RE DI ROMA - VIA DELL'ALMONE,2800,,,,B1,A3,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,,X,,,,X,,,,,,,,,,,,,,,X
VII,66598/2016E,R.C.,A09AF,09A,PIAZZA GIOVANNI CAGLIERO,VIA DI COSTAMAGNA - VIA PAOLO ALBERA,96,,,,B1,A2,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,X,,,,X,,,X,,,,X,,,X,,,,,,X,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,X,,,,,
VII,66598/2016E,R.C.,A09AF,09A,VIA NOCERA UMBRA,INTENSIFICARE,2056,,,,B1,A2,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,X,,,,X,,,X,,,,X,,,X,,,,,,X,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,X,,,,,
VII,66598/2016E,R.C.,A09AH,09A,VIA CENTURIPE,,372,,,,B1,A2,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,X,,,X,,,,X,,,X,,,,,,X,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,,X,,
VII,66598/2016E,R.C.,A09AI,09A,VIA TOMMASO FORTIFIOCCA,COMPRESO PARCHEGGIO,1264,,,,B1,A2,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,X,,,X,,,,X,,,X,,,,,,X,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,,X,,
VII,,R.C.,A09AA,09A,VIA DELLE CAVE,,1856,,,,B2,A2,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,X,,,,X,,,X,,,,,,X,,,,,X,,,X,,,,,X,,,,,,,,,,,,,X,,,,,,,,
VII,,R.C.,A09AC,09A,VIA GENZANO,VIA CASTEL COLONNA VIA ROCCAPRIORA,130,,,,B2,A2,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,X,,,,X,,,X,,,,,,X,,,,,X,,,X,,,,,X,,,,,,,,,,,,,X,,,,,,,,
